id,label,gender,age,mask,path
000063,1,0,1,0,../input/data/train/images/000012_male_Asian_57/mask4.jpg
000064,13,0,1,2,../input/data/train/images/000012_male_Asian_57/normal.jpg
000065,7,0,1,1,../input/data/train/images/000012_male_Asian_57/incorrect_mask.jpg
000066,1,0,1,0,../input/data/train/images/000012_male_Asian_57/mask3.jpg
000067,1,0,1,0,../input/data/train/images/000012_male_Asian_57/mask1.jpg
000068,1,0,1,0,../input/data/train/images/000012_male_Asian_57/mask2.jpg
000069,1,0,1,0,../input/data/train/images/000012_male_Asian_57/mask5.jpg
000070,4,1,1,0,../input/data/train/images/000014_female_Asian_58/mask4.jpg
000071,16,1,1,2,../input/data/train/images/000014_female_Asian_58/normal.jpg
000072,10,1,1,1,../input/data/train/images/000014_female_Asian_58/incorrect_mask.jpg
000073,4,1,1,0,../input/data/train/images/000014_female_Asian_58/mask3.jpg
000074,4,1,1,0,../input/data/train/images/000014_female_Asian_58/mask1.jpg
000075,4,1,1,0,../input/data/train/images/000014_female_Asian_58/mask2.jpg
000076,4,1,1,0,../input/data/train/images/000014_female_Asian_58/mask5.jpg
000077,1,0,1,0,../input/data/train/images/000015_male_Asian_55/mask4.jpg
000078,13,0,1,2,../input/data/train/images/000015_male_Asian_55/normal.jpg
000079,7,0,1,1,../input/data/train/images/000015_male_Asian_55/incorrect_mask.jpg
000080,1,0,1,0,../input/data/train/images/000015_male_Asian_55/mask3.jpg
000081,1,0,1,0,../input/data/train/images/000015_male_Asian_55/mask1.jpg
000082,1,0,1,0,../input/data/train/images/000015_male_Asian_55/mask2.jpg
000083,1,0,1,0,../input/data/train/images/000015_male_Asian_55/mask5.jpg
000084,4,1,1,0,../input/data/train/images/000016_female_Asian_58/mask4.jpg
000085,16,1,1,2,../input/data/train/images/000016_female_Asian_58/normal.jpg
000086,10,1,1,1,../input/data/train/images/000016_female_Asian_58/incorrect_mask.jpg
000087,4,1,1,0,../input/data/train/images/000016_female_Asian_58/mask3.jpg
000088,4,1,1,0,../input/data/train/images/000016_female_Asian_58/mask1.jpg
000089,4,1,1,0,../input/data/train/images/000016_female_Asian_58/mask2.jpg
000090,4,1,1,0,../input/data/train/images/000016_female_Asian_58/mask5.jpg
000091,4,1,1,0,../input/data/train/images/000018_female_Asian_59/mask4.jpg
000092,16,1,1,2,../input/data/train/images/000018_female_Asian_59/normal.jpg
000093,10,1,1,1,../input/data/train/images/000018_female_Asian_59/incorrect_mask.jpg
000094,4,1,1,0,../input/data/train/images/000018_female_Asian_59/mask3.jpg
000095,4,1,1,0,../input/data/train/images/000018_female_Asian_59/mask1.jpg
000096,4,1,1,0,../input/data/train/images/000018_female_Asian_59/mask2.jpg
000097,4,1,1,0,../input/data/train/images/000018_female_Asian_59/mask5.jpg
000098,4,1,1,0,../input/data/train/images/000019_female_Asian_57/mask4.jpg
000099,16,1,1,2,../input/data/train/images/000019_female_Asian_57/normal.jpg
000100,10,1,1,1,../input/data/train/images/000019_female_Asian_57/incorrect_mask.jpg
000101,4,1,1,0,../input/data/train/images/000019_female_Asian_57/mask3.jpg
000102,4,1,1,0,../input/data/train/images/000019_female_Asian_57/mask1.jpg
000103,4,1,1,0,../input/data/train/images/000019_female_Asian_57/mask2.jpg
000104,4,1,1,0,../input/data/train/images/000019_female_Asian_57/mask5.jpg
000105,4,1,1,0,../input/data/train/images/000020_female_Asian_50/mask4.jpg
000106,16,1,1,2,../input/data/train/images/000020_female_Asian_50/normal.jpg
000107,10,1,1,1,../input/data/train/images/000020_female_Asian_50/incorrect_mask.jpg
000108,4,1,1,0,../input/data/train/images/000020_female_Asian_50/mask3.jpg
000109,4,1,1,0,../input/data/train/images/000020_female_Asian_50/mask1.jpg
000110,4,1,1,0,../input/data/train/images/000020_female_Asian_50/mask2.jpg
000111,4,1,1,0,../input/data/train/images/000020_female_Asian_50/mask5.jpg
000112,4,1,1,0,../input/data/train/images/000021_female_Asian_54/mask4.jpg
000113,16,1,1,2,../input/data/train/images/000021_female_Asian_54/normal.jpg
000114,10,1,1,1,../input/data/train/images/000021_female_Asian_54/incorrect_mask.jpg
000115,4,1,1,0,../input/data/train/images/000021_female_Asian_54/mask3.jpg
000116,4,1,1,0,../input/data/train/images/000021_female_Asian_54/mask1.jpg
000117,4,1,1,0,../input/data/train/images/000021_female_Asian_54/mask2.jpg
000118,4,1,1,0,../input/data/train/images/000021_female_Asian_54/mask5.jpg
000119,4,1,1,0,../input/data/train/images/000022_female_Asian_58/mask4.jpg
000120,16,1,1,2,../input/data/train/images/000022_female_Asian_58/normal.jpg
000121,10,1,1,1,../input/data/train/images/000022_female_Asian_58/incorrect_mask.jpg
000122,4,1,1,0,../input/data/train/images/000022_female_Asian_58/mask3.jpg
000123,4,1,1,0,../input/data/train/images/000022_female_Asian_58/mask1.jpg
000124,4,1,1,0,../input/data/train/images/000022_female_Asian_58/mask2.jpg
000125,4,1,1,0,../input/data/train/images/000022_female_Asian_58/mask5.jpg
000126,4,1,1,0,../input/data/train/images/000023_female_Asian_55/mask4.jpg
000127,16,1,1,2,../input/data/train/images/000023_female_Asian_55/normal.jpg
000128,10,1,1,1,../input/data/train/images/000023_female_Asian_55/incorrect_mask.jpg
000129,4,1,1,0,../input/data/train/images/000023_female_Asian_55/mask3.jpg
000130,4,1,1,0,../input/data/train/images/000023_female_Asian_55/mask1.jpg
000131,4,1,1,0,../input/data/train/images/000023_female_Asian_55/mask2.jpg
000132,4,1,1,0,../input/data/train/images/000023_female_Asian_55/mask5.jpg
000133,4,1,1,0,../input/data/train/images/000024_female_Asian_58/mask4.jpg
000134,16,1,1,2,../input/data/train/images/000024_female_Asian_58/normal.jpg
000135,10,1,1,1,../input/data/train/images/000024_female_Asian_58/incorrect_mask.jpg
000136,4,1,1,0,../input/data/train/images/000024_female_Asian_58/mask3.jpg
000137,4,1,1,0,../input/data/train/images/000024_female_Asian_58/mask1.jpg
000138,4,1,1,0,../input/data/train/images/000024_female_Asian_58/mask2.jpg
000139,4,1,1,0,../input/data/train/images/000024_female_Asian_58/mask5.jpg
000140,4,1,1,0,../input/data/train/images/000025_female_Asian_49/mask4.jpg
000141,16,1,1,2,../input/data/train/images/000025_female_Asian_49/normal.jpg
000142,10,1,1,1,../input/data/train/images/000025_female_Asian_49/incorrect_mask.jpg
000143,4,1,1,0,../input/data/train/images/000025_female_Asian_49/mask3.jpg
000144,4,1,1,0,../input/data/train/images/000025_female_Asian_49/mask1.jpg
000145,4,1,1,0,../input/data/train/images/000025_female_Asian_49/mask2.jpg
000146,4,1,1,0,../input/data/train/images/000025_female_Asian_49/mask5.jpg
000147,4,1,1,0,../input/data/train/images/000026_female_Asian_56/mask4.jpg
000148,16,1,1,2,../input/data/train/images/000026_female_Asian_56/normal.jpg
000149,10,1,1,1,../input/data/train/images/000026_female_Asian_56/incorrect_mask.jpg
000150,4,1,1,0,../input/data/train/images/000026_female_Asian_56/mask3.jpg
000151,4,1,1,0,../input/data/train/images/000026_female_Asian_56/mask1.jpg
000152,4,1,1,0,../input/data/train/images/000026_female_Asian_56/mask2.jpg
000153,4,1,1,0,../input/data/train/images/000026_female_Asian_56/mask5.jpg
000154,4,1,1,0,../input/data/train/images/000028_female_Asian_58/mask4.jpg
000155,16,1,1,2,../input/data/train/images/000028_female_Asian_58/normal.jpg
000156,10,1,1,1,../input/data/train/images/000028_female_Asian_58/incorrect_mask.jpg
000157,4,1,1,0,../input/data/train/images/000028_female_Asian_58/mask3.jpg
000158,4,1,1,0,../input/data/train/images/000028_female_Asian_58/mask1.jpg
000159,4,1,1,0,../input/data/train/images/000028_female_Asian_58/mask2.jpg
000160,4,1,1,0,../input/data/train/images/000028_female_Asian_58/mask5.jpg
000161,4,1,1,0,../input/data/train/images/000029_female_Asian_58/mask4.jpg
000162,16,1,1,2,../input/data/train/images/000029_female_Asian_58/normal.jpg
000163,10,1,1,1,../input/data/train/images/000029_female_Asian_58/incorrect_mask.jpg
000164,4,1,1,0,../input/data/train/images/000029_female_Asian_58/mask3.jpg
000165,4,1,1,0,../input/data/train/images/000029_female_Asian_58/mask1.jpg
000166,4,1,1,0,../input/data/train/images/000029_female_Asian_58/mask2.jpg
000167,4,1,1,0,../input/data/train/images/000029_female_Asian_58/mask5.jpg
000168,4,1,1,0,../input/data/train/images/000030_female_Asian_55/mask4.jpg
000169,16,1,1,2,../input/data/train/images/000030_female_Asian_55/normal.jpg
000170,10,1,1,1,../input/data/train/images/000030_female_Asian_55/incorrect_mask.jpg
000171,4,1,1,0,../input/data/train/images/000030_female_Asian_55/mask3.jpg
000172,4,1,1,0,../input/data/train/images/000030_female_Asian_55/mask1.jpg
000173,4,1,1,0,../input/data/train/images/000030_female_Asian_55/mask2.jpg
000174,4,1,1,0,../input/data/train/images/000030_female_Asian_55/mask5.jpg
000175,4,1,1,0,../input/data/train/images/000031_female_Asian_54/mask4.jpg
000176,16,1,1,2,../input/data/train/images/000031_female_Asian_54/normal.jpg
000177,10,1,1,1,../input/data/train/images/000031_female_Asian_54/incorrect_mask.jpg
000178,4,1,1,0,../input/data/train/images/000031_female_Asian_54/mask3.jpg
000179,4,1,1,0,../input/data/train/images/000031_female_Asian_54/mask1.jpg
000180,4,1,1,0,../input/data/train/images/000031_female_Asian_54/mask2.jpg
000181,4,1,1,0,../input/data/train/images/000031_female_Asian_54/mask5.jpg
000182,1,0,1,0,../input/data/train/images/000033_male_Asian_57/mask4.jpg
000183,13,0,1,2,../input/data/train/images/000033_male_Asian_57/normal.jpg
000184,7,0,1,1,../input/data/train/images/000033_male_Asian_57/incorrect_mask.jpg
000185,1,0,1,0,../input/data/train/images/000033_male_Asian_57/mask3.jpg
000186,1,0,1,0,../input/data/train/images/000033_male_Asian_57/mask1.jpg
000187,1,0,1,0,../input/data/train/images/000033_male_Asian_57/mask2.jpg
000188,1,0,1,0,../input/data/train/images/000033_male_Asian_57/mask5.jpg
000189,4,1,1,0,../input/data/train/images/000034_female_Asian_55/mask4.jpg
000190,16,1,1,2,../input/data/train/images/000034_female_Asian_55/normal.jpg
000191,10,1,1,1,../input/data/train/images/000034_female_Asian_55/incorrect_mask.jpg
000192,4,1,1,0,../input/data/train/images/000034_female_Asian_55/mask3.jpg
000193,4,1,1,0,../input/data/train/images/000034_female_Asian_55/mask1.jpg
000194,4,1,1,0,../input/data/train/images/000034_female_Asian_55/mask2.jpg
000195,4,1,1,0,../input/data/train/images/000034_female_Asian_55/mask5.jpg
000196,4,1,1,0,../input/data/train/images/000036_female_Asian_58/mask4.jpg
000197,16,1,1,2,../input/data/train/images/000036_female_Asian_58/normal.jpg
000198,10,1,1,1,../input/data/train/images/000036_female_Asian_58/incorrect_mask.jpg
000199,4,1,1,0,../input/data/train/images/000036_female_Asian_58/mask3.jpg
000200,4,1,1,0,../input/data/train/images/000036_female_Asian_58/mask1.jpg
000201,4,1,1,0,../input/data/train/images/000036_female_Asian_58/mask2.jpg
000202,4,1,1,0,../input/data/train/images/000036_female_Asian_58/mask5.jpg
000203,4,1,1,0,../input/data/train/images/000037_female_Asian_58/mask4.jpg
000204,16,1,1,2,../input/data/train/images/000037_female_Asian_58/normal.jpg
000205,10,1,1,1,../input/data/train/images/000037_female_Asian_58/incorrect_mask.jpg
000206,4,1,1,0,../input/data/train/images/000037_female_Asian_58/mask3.jpg
000207,4,1,1,0,../input/data/train/images/000037_female_Asian_58/mask1.jpg
000208,4,1,1,0,../input/data/train/images/000037_female_Asian_58/mask2.jpg
000209,4,1,1,0,../input/data/train/images/000037_female_Asian_58/mask5.jpg
000210,4,1,1,0,../input/data/train/images/000038_female_Asian_58/mask4.jpg
000211,16,1,1,2,../input/data/train/images/000038_female_Asian_58/normal.jpg
000212,10,1,1,1,../input/data/train/images/000038_female_Asian_58/incorrect_mask.jpg
000213,4,1,1,0,../input/data/train/images/000038_female_Asian_58/mask3.jpg
000214,4,1,1,0,../input/data/train/images/000038_female_Asian_58/mask1.jpg
000215,4,1,1,0,../input/data/train/images/000038_female_Asian_58/mask2.jpg
000216,4,1,1,0,../input/data/train/images/000038_female_Asian_58/mask5.jpg
000217,4,1,1,0,../input/data/train/images/000039_female_Asian_57/mask4.jpg
000218,16,1,1,2,../input/data/train/images/000039_female_Asian_57/normal.jpg
000219,10,1,1,1,../input/data/train/images/000039_female_Asian_57/incorrect_mask.jpg
000220,4,1,1,0,../input/data/train/images/000039_female_Asian_57/mask3.jpg
000221,4,1,1,0,../input/data/train/images/000039_female_Asian_57/mask1.jpg
000222,4,1,1,0,../input/data/train/images/000039_female_Asian_57/mask2.jpg
000223,4,1,1,0,../input/data/train/images/000039_female_Asian_57/mask5.jpg
000224,4,1,1,0,../input/data/train/images/000040_female_Asian_57/mask4.jpg
000225,16,1,1,2,../input/data/train/images/000040_female_Asian_57/normal.jpg
000226,10,1,1,1,../input/data/train/images/000040_female_Asian_57/incorrect_mask.jpg
000227,4,1,1,0,../input/data/train/images/000040_female_Asian_57/mask3.jpg
000228,4,1,1,0,../input/data/train/images/000040_female_Asian_57/mask1.jpg
000229,4,1,1,0,../input/data/train/images/000040_female_Asian_57/mask2.jpg
000230,4,1,1,0,../input/data/train/images/000040_female_Asian_57/mask5.jpg
000231,4,1,1,0,../input/data/train/images/000041_female_Asian_58/mask4.jpg
000232,16,1,1,2,../input/data/train/images/000041_female_Asian_58/normal.jpg
000233,10,1,1,1,../input/data/train/images/000041_female_Asian_58/incorrect_mask.jpg
000234,4,1,1,0,../input/data/train/images/000041_female_Asian_58/mask3.jpg
000235,4,1,1,0,../input/data/train/images/000041_female_Asian_58/mask1.jpg
000236,4,1,1,0,../input/data/train/images/000041_female_Asian_58/mask2.jpg
000237,4,1,1,0,../input/data/train/images/000041_female_Asian_58/mask5.jpg
000238,1,0,1,0,../input/data/train/images/000043_male_Asian_56/mask4.jpg
000239,13,0,1,2,../input/data/train/images/000043_male_Asian_56/normal.jpg
000240,7,0,1,1,../input/data/train/images/000043_male_Asian_56/incorrect_mask.jpg
000241,1,0,1,0,../input/data/train/images/000043_male_Asian_56/mask3.jpg
000242,1,0,1,0,../input/data/train/images/000043_male_Asian_56/mask1.jpg
000243,1,0,1,0,../input/data/train/images/000043_male_Asian_56/mask2.jpg
000244,1,0,1,0,../input/data/train/images/000043_male_Asian_56/mask5.jpg
000245,4,1,1,0,../input/data/train/images/000044_female_Asian_58/mask4.jpg
000246,16,1,1,2,../input/data/train/images/000044_female_Asian_58/normal.jpg
000247,10,1,1,1,../input/data/train/images/000044_female_Asian_58/incorrect_mask.jpg
000248,4,1,1,0,../input/data/train/images/000044_female_Asian_58/mask3.jpg
000249,4,1,1,0,../input/data/train/images/000044_female_Asian_58/mask1.jpg
000250,4,1,1,0,../input/data/train/images/000044_female_Asian_58/mask2.jpg
000251,4,1,1,0,../input/data/train/images/000044_female_Asian_58/mask5.jpg
000252,4,1,1,0,../input/data/train/images/000045_female_Asian_56/mask4.jpg
000253,16,1,1,2,../input/data/train/images/000045_female_Asian_56/normal.jpg
000254,10,1,1,1,../input/data/train/images/000045_female_Asian_56/incorrect_mask.jpg
000255,4,1,1,0,../input/data/train/images/000045_female_Asian_56/mask3.jpg
000256,4,1,1,0,../input/data/train/images/000045_female_Asian_56/mask1.jpg
000257,4,1,1,0,../input/data/train/images/000045_female_Asian_56/mask2.jpg
000258,4,1,1,0,../input/data/train/images/000045_female_Asian_56/mask5.jpg
000259,1,0,1,0,../input/data/train/images/000046_male_Asian_55/mask4.jpg
000260,13,0,1,2,../input/data/train/images/000046_male_Asian_55/normal.jpg
000261,7,0,1,1,../input/data/train/images/000046_male_Asian_55/incorrect_mask.jpg
000262,1,0,1,0,../input/data/train/images/000046_male_Asian_55/mask3.jpg
000263,1,0,1,0,../input/data/train/images/000046_male_Asian_55/mask1.jpg
000264,1,0,1,0,../input/data/train/images/000046_male_Asian_55/mask2.jpg
000265,1,0,1,0,../input/data/train/images/000046_male_Asian_55/mask5.jpg
000266,1,0,1,0,../input/data/train/images/000047_male_Asian_58/mask4.jpg
000267,13,0,1,2,../input/data/train/images/000047_male_Asian_58/normal.jpg
000268,7,0,1,1,../input/data/train/images/000047_male_Asian_58/incorrect_mask.jpg
000269,1,0,1,0,../input/data/train/images/000047_male_Asian_58/mask3.jpg
000270,1,0,1,0,../input/data/train/images/000047_male_Asian_58/mask1.jpg
000271,1,0,1,0,../input/data/train/images/000047_male_Asian_58/mask2.jpg
000272,1,0,1,0,../input/data/train/images/000047_male_Asian_58/mask5.jpg
000273,4,1,1,0,../input/data/train/images/000048_female_Asian_57/mask4.jpg
000274,16,1,1,2,../input/data/train/images/000048_female_Asian_57/normal.jpg
000275,10,1,1,1,../input/data/train/images/000048_female_Asian_57/incorrect_mask.jpg
000276,4,1,1,0,../input/data/train/images/000048_female_Asian_57/mask3.jpg
000277,4,1,1,0,../input/data/train/images/000048_female_Asian_57/mask1.jpg
000278,4,1,1,0,../input/data/train/images/000048_female_Asian_57/mask2.jpg
000279,4,1,1,0,../input/data/train/images/000048_female_Asian_57/mask5.jpg
000280,4,1,1,0,../input/data/train/images/000062_female_Asian_55/mask4.jpg
000281,16,1,1,2,../input/data/train/images/000062_female_Asian_55/normal.jpg
000282,10,1,1,1,../input/data/train/images/000062_female_Asian_55/incorrect_mask.jpg
000283,4,1,1,0,../input/data/train/images/000062_female_Asian_55/mask3.jpg
000284,4,1,1,0,../input/data/train/images/000062_female_Asian_55/mask1.jpg
000285,4,1,1,0,../input/data/train/images/000062_female_Asian_55/mask2.jpg
000286,4,1,1,0,../input/data/train/images/000062_female_Asian_55/mask5.jpg
000287,1,0,1,0,../input/data/train/images/000064_male_Asian_59/mask4.jpg
000288,13,0,1,2,../input/data/train/images/000064_male_Asian_59/normal.jpg
000289,7,0,1,1,../input/data/train/images/000064_male_Asian_59/incorrect_mask.jpg
000290,1,0,1,0,../input/data/train/images/000064_male_Asian_59/mask3.jpg
000291,1,0,1,0,../input/data/train/images/000064_male_Asian_59/mask1.jpg
000292,1,0,1,0,../input/data/train/images/000064_male_Asian_59/mask2.jpg
000293,1,0,1,0,../input/data/train/images/000064_male_Asian_59/mask5.jpg
000294,4,1,1,0,../input/data/train/images/000066_female_Asian_53/mask4.jpg
000295,16,1,1,2,../input/data/train/images/000066_female_Asian_53/normal.jpg
000296,10,1,1,1,../input/data/train/images/000066_female_Asian_53/incorrect_mask.jpg
000297,4,1,1,0,../input/data/train/images/000066_female_Asian_53/mask3.jpg
000298,4,1,1,0,../input/data/train/images/000066_female_Asian_53/mask1.jpg
000299,4,1,1,0,../input/data/train/images/000066_female_Asian_53/mask2.jpg
000300,4,1,1,0,../input/data/train/images/000066_female_Asian_53/mask5.jpg
000301,4,1,1,0,../input/data/train/images/000067_female_Asian_54/mask4.jpg
000302,16,1,1,2,../input/data/train/images/000067_female_Asian_54/normal.jpg
000303,10,1,1,1,../input/data/train/images/000067_female_Asian_54/incorrect_mask.jpg
000304,4,1,1,0,../input/data/train/images/000067_female_Asian_54/mask3.jpg
000305,4,1,1,0,../input/data/train/images/000067_female_Asian_54/mask1.jpg
000306,4,1,1,0,../input/data/train/images/000067_female_Asian_54/mask2.jpg
000307,4,1,1,0,../input/data/train/images/000067_female_Asian_54/mask5.jpg
000308,4,1,1,0,../input/data/train/images/000069_female_Asian_54/mask4.jpg
000309,16,1,1,2,../input/data/train/images/000069_female_Asian_54/normal.jpg
000310,10,1,1,1,../input/data/train/images/000069_female_Asian_54/incorrect_mask.jpg
000311,4,1,1,0,../input/data/train/images/000069_female_Asian_54/mask3.jpg
000312,4,1,1,0,../input/data/train/images/000069_female_Asian_54/mask1.jpg
000313,4,1,1,0,../input/data/train/images/000069_female_Asian_54/mask2.jpg
000314,4,1,1,0,../input/data/train/images/000069_female_Asian_54/mask5.jpg
000315,4,1,1,0,../input/data/train/images/000070_female_Asian_58/mask4.jpg
000316,16,1,1,2,../input/data/train/images/000070_female_Asian_58/normal.jpg
000317,10,1,1,1,../input/data/train/images/000070_female_Asian_58/incorrect_mask.jpg
000318,4,1,1,0,../input/data/train/images/000070_female_Asian_58/mask3.jpg
000319,4,1,1,0,../input/data/train/images/000070_female_Asian_58/mask1.jpg
000320,4,1,1,0,../input/data/train/images/000070_female_Asian_58/mask2.jpg
000321,4,1,1,0,../input/data/train/images/000070_female_Asian_58/mask5.jpg
000322,4,1,1,0,../input/data/train/images/000071_female_Asian_56/mask4.jpg
000323,16,1,1,2,../input/data/train/images/000071_female_Asian_56/normal.jpg
000324,10,1,1,1,../input/data/train/images/000071_female_Asian_56/incorrect_mask.jpg
000325,4,1,1,0,../input/data/train/images/000071_female_Asian_56/mask3.jpg
000326,4,1,1,0,../input/data/train/images/000071_female_Asian_56/mask1.jpg
000327,4,1,1,0,../input/data/train/images/000071_female_Asian_56/mask2.jpg
000328,4,1,1,0,../input/data/train/images/000071_female_Asian_56/mask5.jpg
000329,4,1,1,0,../input/data/train/images/000073_female_Asian_52/mask4.jpg
000330,16,1,1,2,../input/data/train/images/000073_female_Asian_52/normal.jpg
000331,10,1,1,1,../input/data/train/images/000073_female_Asian_52/incorrect_mask.jpg
000332,4,1,1,0,../input/data/train/images/000073_female_Asian_52/mask3.jpg
000333,4,1,1,0,../input/data/train/images/000073_female_Asian_52/mask1.jpg
000334,4,1,1,0,../input/data/train/images/000073_female_Asian_52/mask2.jpg
000335,4,1,1,0,../input/data/train/images/000073_female_Asian_52/mask5.jpg
000336,4,1,1,0,../input/data/train/images/000075_female_Asian_56/mask4.jpg
000337,16,1,1,2,../input/data/train/images/000075_female_Asian_56/normal.jpg
000338,10,1,1,1,../input/data/train/images/000075_female_Asian_56/incorrect_mask.jpg
000339,4,1,1,0,../input/data/train/images/000075_female_Asian_56/mask3.jpg
000340,4,1,1,0,../input/data/train/images/000075_female_Asian_56/mask1.jpg
000341,4,1,1,0,../input/data/train/images/000075_female_Asian_56/mask2.jpg
000342,4,1,1,0,../input/data/train/images/000075_female_Asian_56/mask5.jpg
000343,1,0,1,0,../input/data/train/images/000077_male_Asian_59/mask4.jpg
000344,13,0,1,2,../input/data/train/images/000077_male_Asian_59/normal.jpg
000345,7,0,1,1,../input/data/train/images/000077_male_Asian_59/incorrect_mask.jpg
000346,1,0,1,0,../input/data/train/images/000077_male_Asian_59/mask3.jpg
000347,1,0,1,0,../input/data/train/images/000077_male_Asian_59/mask1.jpg
000348,1,0,1,0,../input/data/train/images/000077_male_Asian_59/mask2.jpg
000349,1,0,1,0,../input/data/train/images/000077_male_Asian_59/mask5.jpg
000350,4,1,1,0,../input/data/train/images/000078_female_Asian_55/mask4.jpg
000351,16,1,1,2,../input/data/train/images/000078_female_Asian_55/normal.jpg
000352,10,1,1,1,../input/data/train/images/000078_female_Asian_55/incorrect_mask.jpg
000353,4,1,1,0,../input/data/train/images/000078_female_Asian_55/mask3.jpg
