id,gender,age,mask,path
000036,1,1,0,./data/images/000007_female_Asian_58_mask3.jpg
000037,1,1,2,./data/images/000007_female_Asian_58_normal.jpg
000038,1,1,0,./data/images/000007_female_Asian_58_mask4.jpg
000039,1,1,1,./data/images/000007_female_Asian_58_incorrect_mask.jpg
000040,1,1,0,./data/images/000007_female_Asian_58_mask1.jpg
000041,1,1,0,./data/images/000007_female_Asian_58_mask2.jpg
000042,1,1,0,./data/images/000008_female_Asian_58_mask5.jpg
000043,1,1,0,./data/images/000008_female_Asian_58_mask3.jpg
000044,1,1,2,./data/images/000008_female_Asian_58_normal.jpg
000045,1,1,0,./data/images/000008_female_Asian_58_mask4.jpg
000046,1,1,1,./data/images/000008_female_Asian_58_incorrect_mask.jpg
000047,1,1,0,./data/images/000008_female_Asian_58_mask1.jpg
000048,1,1,0,./data/images/000008_female_Asian_58_mask2.jpg
000049,1,1,0,./data/images/000009_female_Asian_56_mask5.jpg
000050,1,1,0,./data/images/000009_female_Asian_56_mask3.jpg
000051,1,1,2,./data/images/000009_female_Asian_56_normal.jpg
000052,1,1,0,./data/images/000009_female_Asian_56_mask4.jpg
000053,1,1,1,./data/images/000009_female_Asian_56_incorrect_mask.jpg
000054,1,1,0,./data/images/000009_female_Asian_56_mask1.jpg
000055,1,1,0,./data/images/000009_female_Asian_56_mask2.jpg
000056,1,1,0,./data/images/000010_female_Asian_58_mask5.jpg
000057,1,1,0,./data/images/000010_female_Asian_58_mask3.jpg
000058,1,1,2,./data/images/000010_female_Asian_58_normal.jpg
000059,1,1,0,./data/images/000010_female_Asian_58_mask4.jpg
000060,1,1,1,./data/images/000010_female_Asian_58_incorrect_mask.jpg
000061,1,1,0,./data/images/000010_female_Asian_58_mask1.jpg
000062,1,1,0,./data/images/000010_female_Asian_58_mask2.jpg
000063,0,1,0,./data/images/000012_male_Asian_57_mask5.jpg
000064,0,1,0,./data/images/000012_male_Asian_57_mask3.jpg
000065,0,1,2,./data/images/000012_male_Asian_57_normal.jpg
000066,0,1,0,./data/images/000012_male_Asian_57_mask4.jpg
000067,0,1,1,./data/images/000012_male_Asian_57_incorrect_mask.jpg
000068,0,1,0,./data/images/000012_male_Asian_57_mask1.jpg
000069,0,1,0,./data/images/000012_male_Asian_57_mask2.jpg
000070,1,1,0,./data/images/000014_female_Asian_58_mask5.jpg
000071,1,1,0,./data/images/000014_female_Asian_58_mask3.jpg
000072,1,1,2,./data/images/000014_female_Asian_58_normal.jpg
000073,1,1,0,./data/images/000014_female_Asian_58_mask4.jpg
000074,1,1,1,./data/images/000014_female_Asian_58_incorrect_mask.jpg
000075,1,1,0,./data/images/000014_female_Asian_58_mask1.jpg
000076,1,1,0,./data/images/000014_female_Asian_58_mask2.jpg
000077,0,1,0,./data/images/000015_male_Asian_55_mask5.jpg
000078,0,1,0,./data/images/000015_male_Asian_55_mask3.jpg
000079,0,1,2,./data/images/000015_male_Asian_55_normal.jpg
000080,0,1,0,./data/images/000015_male_Asian_55_mask4.jpg
000081,0,1,1,./data/images/000015_male_Asian_55_incorrect_mask.jpg
000082,0,1,0,./data/images/000015_male_Asian_55_mask1.jpg
000083,0,1,0,./data/images/000015_male_Asian_55_mask2.jpg
000084,1,1,0,./data/images/000016_female_Asian_58_mask5.jpg
000085,1,1,0,./data/images/000016_female_Asian_58_mask3.jpg
000086,1,1,2,./data/images/000016_female_Asian_58_normal.jpg
000087,1,1,0,./data/images/000016_female_Asian_58_mask4.jpg
000088,1,1,1,./data/images/000016_female_Asian_58_incorrect_mask.jpg
000089,1,1,0,./data/images/000016_female_Asian_58_mask1.jpg
000090,1,1,0,./data/images/000016_female_Asian_58_mask2.jpg
000091,1,1,0,./data/images/000018_female_Asian_59_mask5.jpg
000092,1,1,0,./data/images/000018_female_Asian_59_mask3.jpg
000093,1,1,2,./data/images/000018_female_Asian_59_normal.jpg
000094,1,1,0,./data/images/000018_female_Asian_59_mask4.jpg
000095,1,1,1,./data/images/000018_female_Asian_59_incorrect_mask.jpg
000096,1,1,0,./data/images/000018_female_Asian_59_mask1.jpg
000097,1,1,0,./data/images/000018_female_Asian_59_mask2.jpg
000098,1,1,0,./data/images/000019_female_Asian_57_mask5.jpg
000099,1,1,0,./data/images/000019_female_Asian_57_mask3.jpg
000100,1,1,2,./data/images/000019_female_Asian_57_normal.jpg
000101,1,1,0,./data/images/000019_female_Asian_57_mask4.jpg
000102,1,1,1,./data/images/000019_female_Asian_57_incorrect_mask.jpg
000103,1,1,0,./data/images/000019_female_Asian_57_mask1.jpg
000104,1,1,0,./data/images/000019_female_Asian_57_mask2.jpg
000105,1,1,0,./data/images/000020_female_Asian_50_mask5.jpg
000106,1,1,0,./data/images/000020_female_Asian_50_mask3.jpg
000107,1,1,2,./data/images/000020_female_Asian_50_normal.jpg
000108,1,1,0,./data/images/000020_female_Asian_50_mask4.jpg
000109,1,1,1,./data/images/000020_female_Asian_50_incorrect_mask.jpg
000110,1,1,0,./data/images/000020_female_Asian_50_mask1.jpg
000111,1,1,0,./data/images/000020_female_Asian_50_mask2.jpg
000112,1,1,0,./data/images/000021_female_Asian_54_mask5.jpg
000113,1,1,0,./data/images/000021_female_Asian_54_mask3.jpg
000114,1,1,2,./data/images/000021_female_Asian_54_normal.jpg
000115,1,1,0,./data/images/000021_female_Asian_54_mask4.jpg
000116,1,1,1,./data/images/000021_female_Asian_54_incorrect_mask.jpg
000117,1,1,0,./data/images/000021_female_Asian_54_mask1.jpg
000118,1,1,0,./data/images/000021_female_Asian_54_mask2.jpg
000119,1,1,0,./data/images/000022_female_Asian_58_mask5.jpg
000120,1,1,0,./data/images/000022_female_Asian_58_mask3.jpg
000121,1,1,2,./data/images/000022_female_Asian_58_normal.jpg
000122,1,1,0,./data/images/000022_female_Asian_58_mask4.jpg
000123,1,1,1,./data/images/000022_female_Asian_58_incorrect_mask.jpg
000124,1,1,0,./data/images/000022_female_Asian_58_mask1.jpg
000125,1,1,0,./data/images/000022_female_Asian_58_mask2.jpg
000126,1,1,0,./data/images/000023_female_Asian_55_mask5.jpg
000127,1,1,0,./data/images/000023_female_Asian_55_mask3.jpg
000128,1,1,2,./data/images/000023_female_Asian_55_normal.jpg
000129,1,1,0,./data/images/000023_female_Asian_55_mask4.jpg
000130,1,1,1,./data/images/000023_female_Asian_55_incorrect_mask.jpg
000131,1,1,0,./data/images/000023_female_Asian_55_mask1.jpg
000132,1,1,0,./data/images/000023_female_Asian_55_mask2.jpg
000133,1,1,0,./data/images/000024_female_Asian_58_mask5.jpg
000134,1,1,0,./data/images/000024_female_Asian_58_mask3.jpg
000135,1,1,2,./data/images/000024_female_Asian_58_normal.jpg
000136,1,1,0,./data/images/000024_female_Asian_58_mask4.jpg
000137,1,1,1,./data/images/000024_female_Asian_58_incorrect_mask.jpg
000138,1,1,0,./data/images/000024_female_Asian_58_mask1.jpg
000139,1,1,0,./data/images/000024_female_Asian_58_mask2.jpg
000140,1,1,0,./data/images/000025_female_Asian_49_mask5.jpg
000141,1,1,0,./data/images/000025_female_Asian_49_mask3.jpg
000142,1,1,2,./data/images/000025_female_Asian_49_normal.jpg
000143,1,1,0,./data/images/000025_female_Asian_49_mask4.jpg
000144,1,1,1,./data/images/000025_female_Asian_49_incorrect_mask.jpg
000145,1,1,0,./data/images/000025_female_Asian_49_mask1.jpg
000146,1,1,0,./data/images/000025_female_Asian_49_mask2.jpg
000147,1,1,0,./data/images/000026_female_Asian_56_mask5.jpg
000148,1,1,0,./data/images/000026_female_Asian_56_mask3.jpg
000149,1,1,2,./data/images/000026_female_Asian_56_normal.jpg
000150,1,1,0,./data/images/000026_female_Asian_56_mask4.jpg
000151,1,1,1,./data/images/000026_female_Asian_56_incorrect_mask.jpg
000152,1,1,0,./data/images/000026_female_Asian_56_mask1.jpg
000153,1,1,0,./data/images/000026_female_Asian_56_mask2.jpg
000154,1,1,0,./data/images/000028_female_Asian_58_mask5.jpg
000155,1,1,0,./data/images/000028_female_Asian_58_mask3.jpg
000156,1,1,2,./data/images/000028_female_Asian_58_normal.jpg
000157,1,1,0,./data/images/000028_female_Asian_58_mask4.jpg
000158,1,1,1,./data/images/000028_female_Asian_58_incorrect_mask.jpg
000159,1,1,0,./data/images/000028_female_Asian_58_mask1.jpg
000160,1,1,0,./data/images/000028_female_Asian_58_mask2.jpg
000161,1,1,0,./data/images/000029_female_Asian_58_mask5.jpg
000162,1,1,0,./data/images/000029_female_Asian_58_mask3.jpg
000163,1,1,2,./data/images/000029_female_Asian_58_normal.jpg
000164,1,1,0,./data/images/000029_female_Asian_58_mask4.jpg
000165,1,1,1,./data/images/000029_female_Asian_58_incorrect_mask.jpg
000166,1,1,0,./data/images/000029_female_Asian_58_mask1.jpg
000167,1,1,0,./data/images/000029_female_Asian_58_mask2.jpg
000168,1,1,0,./data/images/000030_female_Asian_55_mask5.jpg
000169,1,1,0,./data/images/000030_female_Asian_55_mask3.jpg
000170,1,1,2,./data/images/000030_female_Asian_55_normal.jpg
000171,1,1,0,./data/images/000030_female_Asian_55_mask4.jpg
000172,1,1,1,./data/images/000030_female_Asian_55_incorrect_mask.jpg
000173,1,1,0,./data/images/000030_female_Asian_55_mask1.jpg
000174,1,1,0,./data/images/000030_female_Asian_55_mask2.jpg
000175,1,1,0,./data/images/000031_female_Asian_54_mask5.jpg
000176,1,1,0,./data/images/000031_female_Asian_54_mask3.jpg
000177,1,1,2,./data/images/000031_female_Asian_54_normal.jpg
000178,1,1,0,./data/images/000031_female_Asian_54_mask4.jpg
000179,1,1,1,./data/images/000031_female_Asian_54_incorrect_mask.jpg
000180,1,1,0,./data/images/000031_female_Asian_54_mask1.jpg
000181,1,1,0,./data/images/000031_female_Asian_54_mask2.jpg
000182,0,1,0,./data/images/000033_male_Asian_57_mask5.jpg
000183,0,1,0,./data/images/000033_male_Asian_57_mask3.jpg
000184,0,1,2,./data/images/000033_male_Asian_57_normal.jpg
000185,0,1,0,./data/images/000033_male_Asian_57_mask4.jpg
000186,0,1,1,./data/images/000033_male_Asian_57_incorrect_mask.jpg
000187,0,1,0,./data/images/000033_male_Asian_57_mask1.jpg
000188,0,1,0,./data/images/000033_male_Asian_57_mask2.jpg
000189,1,1,0,./data/images/000034_female_Asian_55_mask5.jpg
000190,1,1,0,./data/images/000034_female_Asian_55_mask3.jpg
000191,1,1,2,./data/images/000034_female_Asian_55_normal.jpg
000192,1,1,0,./data/images/000034_female_Asian_55_mask4.jpg
000193,1,1,1,./data/images/000034_female_Asian_55_incorrect_mask.jpg
000194,1,1,0,./data/images/000034_female_Asian_55_mask1.jpg
000195,1,1,0,./data/images/000034_female_Asian_55_mask2.jpg
000196,1,1,0,./data/images/000036_female_Asian_58_mask5.jpg
000197,1,1,0,./data/images/000036_female_Asian_58_mask3.jpg
000198,1,1,2,./data/images/000036_female_Asian_58_normal.jpg
000199,1,1,0,./data/images/000036_female_Asian_58_mask4.jpg
000200,1,1,1,./data/images/000036_female_Asian_58_incorrect_mask.jpg
000201,1,1,0,./data/images/000036_female_Asian_58_mask1.jpg
000202,1,1,0,./data/images/000036_female_Asian_58_mask2.jpg
000203,1,1,0,./data/images/000037_female_Asian_58_mask5.jpg
000204,1,1,0,./data/images/000037_female_Asian_58_mask3.jpg
000205,1,1,2,./data/images/000037_female_Asian_58_normal.jpg
000206,1,1,0,./data/images/000037_female_Asian_58_mask4.jpg
000207,1,1,1,./data/images/000037_female_Asian_58_incorrect_mask.jpg
000208,1,1,0,./data/images/000037_female_Asian_58_mask1.jpg
000209,1,1,0,./data/images/000037_female_Asian_58_mask2.jpg
000210,1,1,0,./data/images/000038_female_Asian_58_mask5.jpg
000211,1,1,0,./data/images/000038_female_Asian_58_mask3.jpg
000212,1,1,2,./data/images/000038_female_Asian_58_normal.jpg
000213,1,1,0,./data/images/000038_female_Asian_58_mask4.jpg
000214,1,1,1,./data/images/000038_female_Asian_58_incorrect_mask.jpg
000215,1,1,0,./data/images/000038_female_Asian_58_mask1.jpg
000216,1,1,0,./data/images/000038_female_Asian_58_mask2.jpg
000217,1,1,0,./data/images/000039_female_Asian_57_mask5.jpg
000218,1,1,0,./data/images/000039_female_Asian_57_mask3.jpg
000219,1,1,2,./data/images/000039_female_Asian_57_normal.jpg
000220,1,1,0,./data/images/000039_female_Asian_57_mask4.jpg
000221,1,1,1,./data/images/000039_female_Asian_57_incorrect_mask.jpg
000222,1,1,0,./data/images/000039_female_Asian_57_mask1.jpg
000223,1,1,0,./data/images/000039_female_Asian_57_mask2.jpg
000224,1,1,0,./data/images/000040_female_Asian_57_mask5.jpg
000225,1,1,0,./data/images/000040_female_Asian_57_mask3.jpg
000226,1,1,2,./data/images/000040_female_Asian_57_normal.jpg
000227,1,1,0,./data/images/000040_female_Asian_57_mask4.jpg
000228,1,1,1,./data/images/000040_female_Asian_57_incorrect_mask.jpg
000229,1,1,0,./data/images/000040_female_Asian_57_mask1.jpg
000230,1,1,0,./data/images/000040_female_Asian_57_mask2.jpg
000231,1,1,0,./data/images/000041_female_Asian_58_mask5.jpg
000232,1,1,0,./data/images/000041_female_Asian_58_mask3.jpg
000233,1,1,2,./data/images/000041_female_Asian_58_normal.jpg
000234,1,1,0,./data/images/000041_female_Asian_58_mask4.jpg
000235,1,1,1,./data/images/000041_female_Asian_58_incorrect_mask.jpg
000236,1,1,0,./data/images/000041_female_Asian_58_mask1.jpg
000237,1,1,0,./data/images/000041_female_Asian_58_mask2.jpg
000238,0,1,0,./data/images/000043_male_Asian_56_mask5.jpg
000239,0,1,0,./data/images/000043_male_Asian_56_mask3.jpg
000240,0,1,2,./data/images/000043_male_Asian_56_normal.jpg
000241,0,1,0,./data/images/000043_male_Asian_56_mask4.jpg
000242,0,1,1,./data/images/000043_male_Asian_56_incorrect_mask.jpg
000243,0,1,0,./data/images/000043_male_Asian_56_mask1.jpg
000244,0,1,0,./data/images/000043_male_Asian_56_mask2.jpg
000245,1,1,0,./data/images/000044_female_Asian_58_mask5.jpg
000246,1,1,0,./data/images/000044_female_Asian_58_mask3.jpg
000247,1,1,2,./data/images/000044_female_Asian_58_normal.jpg
000248,1,1,0,./data/images/000044_female_Asian_58_mask4.jpg
000249,1,1,1,./data/images/000044_female_Asian_58_incorrect_mask.jpg
000250,1,1,0,./data/images/000044_female_Asian_58_mask1.jpg
000251,1,1,0,./data/images/000044_female_Asian_58_mask2.jpg
000252,1,1,0,./data/images/000045_female_Asian_56_mask5.jpg
000253,1,1,0,./data/images/000045_female_Asian_56_mask3.jpg
000254,1,1,2,./data/images/000045_female_Asian_56_normal.jpg
000255,1,1,0,./data/images/000045_female_Asian_56_mask4.jpg
000256,1,1,1,./data/images/000045_female_Asian_56_incorrect_mask.jpg
000257,1,1,0,./data/images/000045_female_Asian_56_mask1.jpg
000258,1,1,0,./data/images/000045_female_Asian_56_mask2.jpg
000259,0,1,0,./data/images/000046_male_Asian_55_mask5.jpg
000260,0,1,0,./data/images/000046_male_Asian_55_mask3.jpg
000261,0,1,2,./data/images/000046_male_Asian_55_normal.jpg
000262,0,1,0,./data/images/000046_male_Asian_55_mask4.jpg
000263,0,1,1,./data/images/000046_male_Asian_55_incorrect_mask.jpg
000264,0,1,0,./data/images/000046_male_Asian_55_mask1.jpg
000265,0,1,0,./data/images/000046_male_Asian_55_mask2.jpg
000266,0,1,0,./data/images/000047_male_Asian_58_mask5.jpg
000267,0,1,0,./data/images/000047_male_Asian_58_mask3.jpg
000268,0,1,2,./data/images/000047_male_Asian_58_normal.jpg
000269,0,1,0,./data/images/000047_male_Asian_58_mask4.jpg
000270,0,1,1,./data/images/000047_male_Asian_58_incorrect_mask.jpg
000271,0,1,0,./data/images/000047_male_Asian_58_mask1.jpg
000272,0,1,0,./data/images/000047_male_Asian_58_mask2.jpg
000273,1,1,0,./data/images/000048_female_Asian_57_mask5.jpg
000274,1,1,0,./data/images/000048_female_Asian_57_mask3.jpg
000275,1,1,2,./data/images/000048_female_Asian_57_normal.jpg
000276,1,1,0,./data/images/000048_female_Asian_57_mask4.jpg
000277,1,1,1,./data/images/000048_female_Asian_57_incorrect_mask.jpg
000278,1,1,0,./data/images/000048_female_Asian_57_mask1.jpg
000279,1,1,0,./data/images/000048_female_Asian_57_mask2.jpg
000280,1,1,0,./data/images/000062_female_Asian_55_mask5.jpg
000281,1,1,0,./data/images/000062_female_Asian_55_mask3.jpg
000282,1,1,2,./data/images/000062_female_Asian_55_normal.jpg
000283,1,1,0,./data/images/000062_female_Asian_55_mask4.jpg
000284,1,1,1,./data/images/000062_female_Asian_55_incorrect_mask.jpg
000285,1,1,0,./data/images/000062_female_Asian_55_mask1.jpg
000286,1,1,0,./data/images/000062_female_Asian_55_mask2.jpg
000287,0,1,0,./data/images/000064_male_Asian_59_mask5.jpg
000288,0,1,0,./data/images/000064_male_Asian_59_mask3.jpg
000289,0,1,2,./data/images/000064_male_Asian_59_normal.jpg
000290,0,1,0,./data/images/000064_male_Asian_59_mask4.jpg
000291,0,1,1,./data/images/000064_male_Asian_59_incorrect_mask.jpg
000292,0,1,0,./data/images/000064_male_Asian_59_mask1.jpg
000293,0,1,0,./data/images/000064_male_Asian_59_mask2.jpg
000294,1,1,0,./data/images/000066_female_Asian_53_mask5.jpg
000295,1,1,0,./data/images/000066_female_Asian_53_mask3.jpg
000296,1,1,2,./data/images/000066_female_Asian_53_normal.jpg
000297,1,1,0,./data/images/000066_female_Asian_53_mask4.jpg
000298,1,1,1,./data/images/000066_female_Asian_53_incorrect_mask.jpg
000299,1,1,0,./data/images/000066_female_Asian_53_mask1.jpg
000300,1,1,0,./data/images/000066_female_Asian_53_mask2.jpg
000301,1,1,0,./data/images/000067_female_Asian_54_mask5.jpg
000302,1,1,0,./data/images/000067_female_Asian_54_mask3.jpg
000303,1,1,2,./data/images/000067_female_Asian_54_normal.jpg
000304,1,1,0,./data/images/000067_female_Asian_54_mask4.jpg
000305,1,1,1,./data/images/000067_female_Asian_54_incorrect_mask.jpg
000306,1,1,0,./data/images/000067_female_Asian_54_mask1.jpg
000307,1,1,0,./data/images/000067_female_Asian_54_mask2.jpg
000308,1,1,0,./data/images/000069_female_Asian_54_mask5.jpg
000309,1,1,0,./data/images/000069_female_Asian_54_mask3.jpg
000310,1,1,2,./data/images/000069_female_Asian_54_normal.jpg
000311,1,1,0,./data/images/000069_female_Asian_54_mask4.jpg
000312,1,1,1,./data/images/000069_female_Asian_54_incorrect_mask.jpg
000313,1,1,0,./data/images/000069_female_Asian_54_mask1.jpg
000314,1,1,0,./data/images/000069_female_Asian_54_mask2.jpg
000315,1,1,0,./data/images/000070_female_Asian_58_mask5.jpg
000316,1,1,0,./data/images/000070_female_Asian_58_mask3.jpg
000317,1,1,2,./data/images/000070_female_Asian_58_normal.jpg
000318,1,1,0,./data/images/000070_female_Asian_58_mask4.jpg
000319,1,1,1,./data/images/000070_female_Asian_58_incorrect_mask.jpg
000320,1,1,0,./data/images/000070_female_Asian_58_mask1.jpg
000321,1,1,0,./data/images/000070_female_Asian_58_mask2.jpg
000322,1,1,0,./data/images/000071_female_Asian_56_mask5.jpg
000323,1,1,0,./data/images/000071_female_Asian_56_mask3.jpg
000324,1,1,2,./data/images/000071_female_Asian_56_normal.jpg
000325,1,1,0,./data/images/000071_female_Asian_56_mask4.jpg
000326,1,1,1,./data/images/000071_female_Asian_56_incorrect_mask.jpg
000327,1,1,0,./data/images/000071_female_Asian_56_mask1.jpg
000328,1,1,0,./data/images/000071_female_Asian_56_mask2.jpg
000329,1,1,0,./data/images/000073_female_Asian_52_mask5.jpg
000330,1,1,0,./data/images/000073_female_Asian_52_mask3.jpg
000331,1,1,2,./data/images/000073_female_Asian_52_normal.jpg
000332,1,1,0,./data/images/000073_female_Asian_52_mask4.jpg
000333,1,1,1,./data/images/000073_female_Asian_52_incorrect_mask.jpg
000334,1,1,0,./data/images/000073_female_Asian_52_mask1.jpg
000335,1,1,0,./data/images/000073_female_Asian_52_mask2.jpg
000336,1,1,0,./data/images/000075_female_Asian_56_mask5.jpg
000337,1,1,0,./data/images/000075_female_Asian_56_mask3.jpg
000338,1,1,2,./data/images/000075_female_Asian_56_normal.jpg
000339,1,1,0,./data/images/000075_female_Asian_56_mask4.jpg
000340,1,1,1,./data/images/000075_female_Asian_56_incorrect_mask.jpg
000341,1,1,0,./data/images/000075_female_Asian_56_mask1.jpg
000342,1,1,0,./data/images/000075_female_Asian_56_mask2.jpg
000343,0,1,0,./data/images/000077_male_Asian_59_mask5.jpg
000344,0,1,0,./data/images/000077_male_Asian_59_mask3.jpg
000345,0,1,2,./data/images/000077_male_Asian_59_normal.jpg
000346,0,1,0,./data/images/000077_male_Asian_59_mask4.jpg
000347,0,1,1,./data/images/000077_male_Asian_59_incorrect_mask.jpg
000348,0,1,0,./data/images/000077_male_Asian_59_mask1.jpg
000349,0,1,0,./data/images/000077_male_Asian_59_mask2.jpg
000350,1,1,0,./data/images/000078_female_Asian_55_mask5.jpg
000351,1,1,0,./data/images/000078_female_Asian_55_mask3.jpg
000352,1,1,2,./data/images/000078_female_Asian_55_normal.jpg
000353,1,1,0,./data/images/000078_female_Asian_55_mask4.jpg
000354,1,1,1,./data/images/000078_female_Asian_55_incorrect_mask.jpg
000355,1,1,0,./data/images/000078_female_Asian_55_mask1.jpg
000356,1,1,0,./data/images/000078_female_Asian_55_mask2.jpg
000357,1,1,0,./data/images/000079_female_Asian_57_mask5.jpg
000358,1,1,0,./data/images/000079_female_Asian_57_mask3.jpg
000359,1,1,2,./data/images/000079_female_Asian_57_normal.jpg
000360,1,1,0,./data/images/000079_female_Asian_57_mask4.jpg
000361,1,1,1,./data/images/000079_female_Asian_57_incorrect_mask.jpg
000362,1,1,0,./data/images/000079_female_Asian_57_mask1.jpg
000363,1,1,0,./data/images/000079_female_Asian_57_mask2.jpg
000364,1,1,0,./data/images/000080_female_Asian_57_mask5.jpg
000365,1,1,0,./data/images/000080_female_Asian_57_mask3.jpg
000366,1,1,2,./data/images/000080_female_Asian_57_normal.jpg
000367,1,1,0,./data/images/000080_female_Asian_57_mask4.jpg
000368,1,1,1,./data/images/000080_female_Asian_57_incorrect_mask.jpg
000369,1,1,0,./data/images/000080_female_Asian_57_mask1.jpg
000370,1,1,0,./data/images/000080_female_Asian_57_mask2.jpg
000371,1,1,0,./data/images/000206_female_Asian_57_mask5.jpg
000372,1,1,0,./data/images/000206_female_Asian_57_mask3.jpg
000373,1,1,2,./data/images/000206_female_Asian_57_normal.jpg
000374,1,1,0,./data/images/000206_female_Asian_57_mask4.jpg
000375,1,1,1,./data/images/000206_female_Asian_57_incorrect_mask.jpg
000376,1,1,0,./data/images/000206_female_Asian_57_mask1.jpg
000377,1,1,0,./data/images/000206_female_Asian_57_mask2.jpg
000378,1,1,0,./data/images/000207_female_Asian_56_mask5.jpg
000379,1,1,0,./data/images/000207_female_Asian_56_mask3.jpg
000380,1,1,2,./data/images/000207_female_Asian_56_normal.jpg
000381,1,1,0,./data/images/000207_female_Asian_56_mask4.jpg
000382,1,1,1,./data/images/000207_female_Asian_56_incorrect_mask.jpg
000383,1,1,0,./data/images/000207_female_Asian_56_mask1.jpg
000384,1,1,0,./data/images/000207_female_Asian_56_mask2.jpg
000385,1,1,0,./data/images/000209_female_Asian_56_mask5.jpg
000386,1,1,0,./data/images/000209_female_Asian_56_mask3.jpg
000387,1,1,2,./data/images/000209_female_Asian_56_normal.jpg
000388,1,1,0,./data/images/000209_female_Asian_56_mask4.jpg
000389,1,1,1,./data/images/000209_female_Asian_56_incorrect_mask.jpg
000390,1,1,0,./data/images/000209_female_Asian_56_mask1.jpg
000391,1,1,0,./data/images/000209_female_Asian_56_mask2.jpg
000392,1,1,0,./data/images/000210_female_Asian_54_mask5.jpg
000393,1,1,0,./data/images/000210_female_Asian_54_mask3.jpg
000394,1,1,2,./data/images/000210_female_Asian_54_normal.jpg
000395,1,1,0,./data/images/000210_female_Asian_54_mask4.jpg
000396,1,1,1,./data/images/000210_female_Asian_54_incorrect_mask.jpg
000397,1,1,0,./data/images/000210_female_Asian_54_mask1.jpg
000398,1,1,0,./data/images/000210_female_Asian_54_mask2.jpg
000399,1,1,0,./data/images/000212_female_Asian_51_mask5.jpg
000400,1,1,0,./data/images/000212_female_Asian_51_mask3.jpg
000401,1,1,2,./data/images/000212_female_Asian_51_normal.jpg
000402,1,1,0,./data/images/000212_female_Asian_51_mask4.jpg
000403,1,1,1,./data/images/000212_female_Asian_51_incorrect_mask.jpg
000404,1,1,0,./data/images/000212_female_Asian_51_mask1.jpg
000405,1,1,0,./data/images/000212_female_Asian_51_mask2.jpg
000406,1,1,0,./data/images/000214_female_Asian_51_mask5.jpg
000407,1,1,0,./data/images/000214_female_Asian_51_mask3.jpg
000408,1,1,2,./data/images/000214_female_Asian_51_normal.jpg
000409,1,1,0,./data/images/000214_female_Asian_51_mask4.jpg
000410,1,1,1,./data/images/000214_female_Asian_51_incorrect_mask.jpg
000411,1,1,0,./data/images/000214_female_Asian_51_mask1.jpg
000412,1,1,0,./data/images/000214_female_Asian_51_mask2.jpg
000413,1,1,0,./data/images/000215_female_Asian_59_mask5.jpg
000414,1,1,0,./data/images/000215_female_Asian_59_mask3.jpg
000415,1,1,2,./data/images/000215_female_Asian_59_normal.jpg
000416,1,1,0,./data/images/000215_female_Asian_59_mask4.jpg
000417,1,1,1,./data/images/000215_female_Asian_59_incorrect_mask.jpg
